17
843 1986
478 774 579
75 856 949
625 821 289
295 670 665
797 19 841
835 248 385
559 825 684
318 652 344
539 737 734
814 648 787
879 838 697
524 832 521
649 798 933
298 465 666
828 580 460
173 777 466
731 861 575
280 178 992
188 870 704
881 760 546
551 173 106
320 38 880
73 634 706
788 873 239
487 201 585
882 587 411
874 513 149
415 621 621
239 307 931
743 539 456
583 924 388
806 109 237
516 804 934
174 217 931
333 223 56
501 632 608
175 429 756
473 541 544
917 446 211
885 888 590
2 279 518
376 487 818
878 252 725
388 747 844
831 571 397
395 266 125
563 186 188
672 235 480
774 876 716
680 17 647
444 566 691
537 701 488
650 859 911
491 264 1
938 911 80
903 265 855
179 149 441
773 461 36
704 127 290
227 222 172
899 47 109
169 46 354
938 675 375
938 369 752
762 884 958
133 85 361
894 452 874
184 726 215
192 718 435
366 887 703
543 327 980
791 898 297
608 247 964
893 333 144
227 87 627
677 593 919
447 225 495
894 3 305
323 41 559
703 266 636
890 811 18
563 129 613
702 568 833
422 855 87
727 144 14
499 604 444
943 642 872
395 605 424
530 689 834
338 774 84
98 715 64
769 336 577
153 842 26
898 688 212
312 633 758
92 857 405
467 272 991
694 851 467
6 367 42
19 601 980
316 500 435
512 559 733
310 258 775
10 468 271
22 480 550
692 344 217
657 701 443
226 604 656
949 26 988
332 756 514
65 606 392
394 830 550
695 483 528
149 257 145
195 54 726
21 120 384
291 599 329
99 212 789
110 253 37
207 98 867
128 213 887
12 486 83
25 378 488
180 40 396
858 712 984
197 725 834
747 528 274
510 823 844
477 163 244
85 192 125
883 921 741
313 921 784
529 226 478
650 768 769
52 779 185
702 77 132
241 737 695
30 863 446
201 604 334
648 331 603
211 802 992
772 935 391
263 2 542
364 677 214
736 805 933
365 885 177
893 154 599
419 496 816
244 886 118
346 826 452
931 480 70
181 583 283
19 257 22
598 309 720
365 850 201
423 490 554
590 886 480
664 477 951
194 681 764
739 938 658
452 335 684
581 664 284
81 112 619
818 346 699
928 943 525
135 511 815
145 760 637
142 627 130
163 476 780
912 180 837
913 165 161
731 174 967
138 488 891
38 513 785
417 509 127
225 927 852
292 668 626
480 143 55
563 607 33
168 852 368
463 655 253
387 290 616
83 28 745
187 460 874
944 920 781
1 168 356
775 65 405
701 580 641
156 317 183
351 675 43
248 268 808
649 939 328
286 641 192
39 24 494
752 735 624
28 57 918
417 844 780
656 729 344
859 728 343
364 787 112
272 437 904
586 235 540
395 247 819
11 358 221
3 790 247
72 480 903
946 902 712
624 242 255
118 596 471
781 117 837
652 460 85
543 633 538
306 86 376
487 38 236
925 285 305
257 417 72
823 235 189
307 124 339
786 474 247
319 690 54
345 857 570
114 156 367
93 660 404
383 772 12
39 722 71
135 452 230
401 100 1
884 235 960
954 310 320
785 455 294
154 786 824
953 884 367
250 334 189
853 42 311
695 251 717
195 226 386
270 856 672
616 324 926
824 827 280
48 755 991
83 951 68
744 897 518
628 696 799
706 758 850
831 7 969
502 390 406
79 693 301
576 235 306
875 708 617
158 586 404
53 36 952
938 316 840
406 525 927
322 164 28
732 228 593
830 628 818
312 299 975
785 439 376
617 231 213
434 829 806
139 269 77
754 451 686
644 466 907
177 803 892
866 567 148
505 151 592
450 340 643
131 296 167
253 461 762
596 516 605
36 851 218
760 332 440
434 747 268
77 212 684
302 840 656
183 47 564
73 253 521
39 359 866
679 872 198
919 312 58
932 753 88
378 452 430
823 865 854
782 351 763
257 27 547
830 396 684
785 660 230
123 298 70
898 505 644
48 747 225
935 7 484
86 277 10
380 176 401
213 554 11
582 900 331
265 613 638
122 206 496
733 206 250
456 384 450
134 410 72
418 195 425
645 385 735
279 452 46
590 373 75
808 807 93
16 270 406
678 337 240
552 409 190
720 700 856
37 46 792
668 795 57
635 195 743
748 9 893
802 146 90
137 349 557
257 465 877
628 501 768
482 162 757
239 391 955
755 789 364
193 443 409
305 93 733
839 902 835
601 649 397
372 436 469
580 816 918
490 601 28
835 723 854
616 235 934
406 261 292
547 129 462
802 135 152
786 327 111
115 183 896
642 692 616
574 257 921
584 454 529
101 574 454
703 822 455
541 726 946
688 595 444
717 702 693
583 208 32
546 682 811
295 213 27
313 573 430
886 11 285
304 404 905
649 841 45
687 645 581
855 142 367
146 545 560
218 694 380
863 24 899
534 557 960
282 257 502
118 347 193
422 119 980
375 213 785
23 97 785
123 654 193
103 236 284
567 872 981
157 914 116
92 897 858
877 720 103
160 103 818
601 252 870
362 178 318
490 204 603
203 491 360
924 370 875
677 120 355
650 442 354
712 219 43
803 35 854
156 782 88
713 870 332
498 624 674
423 97 893
889 826 51
570 874 876
253 102 793
133 761 709
867 190 888
876 280 362
77 36 45
65 525 99
249 149 378
176 573 637
903 133 415
260 711 397
403 749 509
871 190 106
237 400 650
880 298 230
732 87 276
211 400 934
774 443 111
829 493 195
881 77 901
566 405 281
519 603 9
5 922 221
352 114 267
148 788 796
783 575 594
89 932 440
419 762 398
457 858 1
131 878 351
954 444 127
856 340 400
47 840 183
490 907 469
342 898 859
519 752 486
454 297 691
689 649 361
451 447 24
877 250 296
555 722 455
798 572 959
506 689 383
912 546 718
267 22 951
199 674 212
517 259 71
768 348 664
781 118 502
656 254 543
924 350 908
853 698 426
571 156 253
893 217 277
289 567 936
826 194 9
46 909 385
252 304 677
485 906 368
904 491 466
857 18 286
77 67 241
684 649 373
450 874 62
934 330 872
846 848 220
528 133 392
471 144 759
920 578 34
170 731 509
435 360 446
553 639 56
84 98 583
530 823 610
897 899 544
917 704 5
314 277 735
112 872 47
818 766 950
407 828 850
729 953 574
763 714 884
478 178 213
650 692 643
405 658 173
447 652 77
565 619 165
197 925 570
105 890 106
372 7 15
504 778 242
55 312 113
415 561 233
561 108 142
924 383 217
421 548 240
429 455 493
289 468 72
107 318 75
149 248 261
615 239 227
133 852 757
931 740 704
300 376 157
352 641 538
811 717 282
479 446 292
382 2 956
940 209 358
599 160 760
9 661 743
600 50 587
456 466 400
248 722 437
505 819 38
87 469 971
932 299 732
195 692 387
459 433 625
643 63 502
356 852 707
29 571 522
579 246 839
788 276 201
470 764 447
366 308 11
918 645 431
703 350 853
180 899 783
444 600 281
431 376 691
72 587 632
824 571 663
831 170 439
106 181 770
125 660 400
835 760 283
214 442 617
62 866 246
354 445 259
908 519 872
128 62 789
552 238 376
139 228 122
451 526 10
461 418 585
72 685 650
195 179 588
740 3 114
751 32 202
809 268 71
896 903 34
928 710 645
688 348 686
127 943 523
542 711 862
938 798 159
953 34 377
383 601 59
185 863 270
604 859 216
742 880 664
915 529 870
769 608 996
759 168 663
224 305 761
539 503 622
879 508 108
764 403 85
853 260 832
872 37 173
1 884 953
90 257 476
851 155 230
242 493 842
622 117 498
449 489 392
343 170 800
816 172 743
166 64 32
27 297 938
827 257 47
278 844 46
695 396 613
89 555 699
620 890 814
296 809 33
419 37 884
643 768 814
602 240 163
421 164 829
351 68 461
355 67 744
488 35 241
82 794 921
551 508 854
918 671 496
526 293 980
757 805 598
118 543 282
620 573 549
834 686 533
865 660 248
434 185 621
368 533 206
757 51 20
56 926 401
532 212 994
930 321 309
892 548 144
528 297 286
130 892 12
27 858 838
769 771 236
568 421 564
4 462 606
877 254 145
911 462 675
201 591 981
591 768 476
868 830 47
174 347 289
434 755 653
167 323 12
604 947 154
753 947 53
796 801 450
435 317 769
416 283 642
174 658 104
456 411 52
54 148 510
260 401 969
206 181 790
67 277 436
649 350 802
640 420 33
46 597 267
803 948 340
179 380 45
89 740 665
337 5 528
518 762 932
726 857 87
764 697 300
908 847 262
51 465 675
847 307 17
69 364 730
198 420 258
298 111 694
657 696 94
302 44 652
244 168 915
222 743 955
171 619 883
11 199 516
330 130 450
661 357 169
920 844 299
190 765 210
491 480 299
936 264 874
688 39 147
474 320 471
683 655 813
32 347 537
443 306 376
193 332 799
495 916 596
622 588 590
804 826 694
877 863 652
19 106 139
678 648 830
728 518 366
511 441 76
793 357 720
122 197 272
446 780 339
706 597 507
355 933 427
384 264 729
206 485 146
263 76 507
761 709 220
911 602 235
195 480 93
96 679 188
769 33 905
457 287 947
890 696 221
190 471 945
876 341 87
748 535 964
650 138 689
168 134 734
293 303 212
794 686 207
335 507 560
183 334 294
517 559 901
636 677 193
109 783 458
1 816 827
560 99 273
837 220 200
915 881 762
399 364 384
358 648 738
309 679 432
862 676 680
388 141 44
463 129 72
18 92 933
463 805 766
149 312 627
928 499 218
405 740 721
235 741 939
722 381 943
432 415 290
72 651 692
545 252 426
223 890 221
870 229 618
898 170 154
884 189 703
649 225 7
383 873 956
380 454 429
835 569 583
740 98 102
596 414 182
739 468 294
40 260 324
696 575 932
142 719 164
492 14 885
158 772 604
694 592 665
762 907 756
908 712 558
520 549 772
209 54 491
895 616 404
943 25 320
663 159 216
756 703 423
245 615 517
706 719 662
801 772 590
815 583 335
596 425 969
867 228 274
315 578 151
495 600 648
192 624 583
782 835 163
136 234 560
397 402 643
823 673 777
130 849 203
698 495 324
483 514 49
220 298 244
122 837 217
669 786 715
116 83 472
481 354 845
206 415 544
882 822 709
44 793 276
350 300 830
913 785 435
60 525 681
635 507 34
843 895 495
440 776 518
563 890 331
751 478 830
596 727 677
818 492 706
382 639 650
612 69 910
860 627 100
308 304 631
317 249 565
438 446 466
630 693 810
448 855 935
920 379 477
739 684 109
443 805 230
945 334 852
229 255 994
866 670 941
237 547 522
164 389 523
908 756 778
901 430 170
546 781 725
210 213 740
909 72 421
279 207 650
55 40 643
423 917 772
877 749 298
690 212 616
492 562 450
137 116 704
503 731 741
344 594 310
483 22 787
657 354 418
159 519 106
896 58 131
727 416 138
565 308 10
546 31 571
624 469 860
141 540 636
186 504 585
409 393 787
851 727 266
216 469 552
147 174 61
445 667 825
763 236 924
393 215 183
474 628 807
30 845 332
888 237 702
441 868 154
849 479 389
633 641 156
598 538 333
123 52 521
570 386 498
231 341 885
448 912 407
896 856 544
775 699 629
882 225 170
411 533 412
709 121 179
74 671 715
502 61 620
851 187 167
449 662 689
723 694 50
186 110 528
846 463 674
466 13 765
859 420 250
501 722 786
473 805 763
45 454 962
680 660 875
396 622 718
431 361 390
791 919 848
410 682 626
27 131 549
886 919 864
301 584 107
177 508 676
706 542 246
759 552 995
461 193 419
552 211 687
516 767 959
531 67 712
676 569 610
165 914 120
354 249 28
843 596 74
269 348 96
552 223 870
184 29 754
464 406 354
99 236 737
185 21 716
759 602 181
827 705 150
459 121 105
604 103 135
707 170 542
831 655 194
577 46 45
178 112 241
533 918 851
495 162 987
632 676 759
484 300 546
549 674 357
731 521 640
851 278 544
522 672 342
419 133 940
556 894 498
229 855 706
188 491 257
741 840 914
45 661 586
199 309 797
652 883 735
941 209 27
197 168 713
106 492 631
554 168 449
660 502 670
658 589 774
607 279 831
489 262 983
840 318 599
684 152 558
575 190 938
524 354 376
280 814 213
456 213 674
40 82 988
733 605 316
610 129 848
36 71 519
583 217 271
802 755 93
58 293 61
908 605 544
587 677 231
779 262 454
893 887 99
556 419 425
16 896 390
909 21 507
326 803 401
538 848 98
879 308 414
341 206 387
863 160 214
97 416 141
588 36 130
74 117 988
424 556 897
437 933 154
740 523 439
931 899 937
132 628 985
283 913 501
133 795 501
44 832 301
363 886 57
458 155 290
159 746 404
237 3 581
757 620 235
532 423 536
478 944 80
891 22 841
604 25 550
20 170 108
752 99 150
871 655 755
161 217 697
220 953 880
281 409 467
456 126 411
74 564 934
366 506 456
777 631 270
569 50 258
3 277 234
230 340 104
338 397 1
5 917 142
893 887 17
100 777 368
540 373 541
799 64 552
889 538 205
145 530 576
415 99 291
684 744 62
324 856 581
949 26 606
713 597 629
523 546 107
371 612 763
464 269 573
824 276 499
737 48 853
710 943 562
316 790 740
702 248 964
675 128 544
201 88 393
411 699 892
472 230 197
310 563 86
806 774 486
628 586 404
471 465 653
274 47 884
639 892 51
129 571 792
916 649 226
453 673 656
239 306 517
347 628 145
546 161 939
886 293 129
86 445 221
179 281 647
668 909 195
906 619 600
148 506 93
866 722 588
538 685 470
1 835 831
150 614 856
344 631 752
805 259 302
517 893 61
900 286 624
868 914 356
633 48 730
173 133 148
481 4 650
627 768 978
288 276 208
441 175 487
329 653 437
272 566 841
371 101 113
51 456 40
200 109 18
289 550 144
132 428 590
65 319 28
308 760 203
506 689 744
270 388 97
483 901 191
58 240 367
561 942 682
315 82 724
790 824 344
694 937 104
475 416 142
857 285 246
172 326 871
514 786 440
794 34 270
707 807 110
347 593 581
271 942 835
417 877 527
674 369 17
580 356 265
776 599 950
246 398 22
248 949 660
645 815 544
864 939 350
601 782 70
756 798 548
663 511 435
741 789 760
418 339 43
437 413 311
216 167 903
575 191 314
170 746 304
916 587 589
12 440 889
557 250 373
135 792 736
827 393 447
524 314 10
27 478 376
135 875 368
215 720 993
940 648 366
797 280 153
289 308 889
389 176 499
666 284 230
742 60 877
852 898 700
230 564 711
594 685 253
95 143 831
719 314 348
313 470 843
823 531 509
860 624 958
614 732 15
610 744 612
576 372 16
827 406 188
547 12 5
898 1 380
105 240 64
324 697 671
538 549 323
924 908 674
801 777 810
856 864 358
748 739 64
368 542 616
398 53 274
14 676 983
287 261 408
800 285 104
164 950 392
524 468 397
764 61 210
833 367 563
267 149 236
213 729 465
154 778 872
790 949 385
498 884 749
511 820 773
473 773 854
858 364 785
739 231 370
748 303 135
577 918 547
688 292 891
34 866 645
539 935 296
639 758 378
715 948 600
572 748 413
113 439 309
5 695 296
847 335 438
233 381 173
403 349 149
97 302 331
505 233 879
296 164 120
353 851 635
195 924 179
645 315 602
268 198 834
808 493 629
484 738 821
467 356 270
14 42 134
83 819 713
949 276 912
877 643 284
623 476 493
499 334 209
600 896 109
880 342 685
378 865 818
738 609 677
249 114 896
584 523 783
889 175 477
104 457 380
555 371 539
500 436 676
889 779 720
386 631 452
551 724 213
803 318 734
288 358 385
95 729 136
330 478 348
440 562 824
477 10 371
178 561 107
705 545 3
122 63 96
773 40 749
150 477 99
525 111 556
664 44 719
96 151 514
716 761 258
363 577 899
160 115 441
591 557 853
631 614 157
329 344 185
628 789 915
887 627 122
719 5 385
853 225 425
83 272 376
389 736 333
311 377 879
664 405 819
406 280 300
649 31 638
796 868 604
738 377 714
811 426 696
363 912 137
647 535 563
107 19 537
203 645 927
622 767 629
184 837 964
177 43 552
241 212 541
357 253 264
293 141 278
425 645 152
276 914 823
588 900 462
867 366 736
766 720 916
259 658 542
244 241 309
888 623 353
324 337 336
819 178 121
867 31 756
609 565 35
691 285 758
149 713 127
181 880 42
421 158 387
857 253 973
560 8 625
363 256 955
406 862 44
285 197 59
703 808 988
560 20 430
132 393 15
102 113 300
84 96 26
302 41 45
825 347 859
516 124 566
836 819 953
378 381 23
872 696 693
894 350 540
559 305 466
701 953 634
3 178 768
681 351 862
465 478 158
392 178 186
378 2 529
599 673 55
391 626 421
632 934 593
655 302 701
94 102 11
946 555 489
424 633 881
853 685 732
64 678 737
934 13 840
85 419 363
134 761 15
472 776 594
157 826 465
895 623 938
295 349 281
156 130 112
112 428 487
867 793 394
853 725 497
38 362 170
840 28 503
795 788 413
150 179 750
902 947 167
676 88 219
382 440 389
78 674 200
672 108 297
299 209 441
24 898 813
360 440 316
787 928 78
494 95 576
795 389 164
702 677 784
621 400 250
264 243 714
276 904 720
482 577 473
328 7 828
534 664 723
421 842 667
763 597 170
225 746 991
451 597 373
486 228 57
607 867 124
25 85 521
299 428 258
83 591 560
769 119 514
273 232 900
937 535 817
239 398 995
222 822 720
2 888 287
830 483 296
695 236 391
83 494 784
56 366 729
345 953 552
566 303 31
38 906 137
679 659 111
299 263 963
238 81 593
335 396 921
551 328 528
145 631 729
506 532 400
916 590 177
853 805 567
620 680 419
1 925 482
41 287 126
44 597 25
275 591 347
881 756 622
308 551 826
68 12 568
147 244 274
482 746 257
122 356 632
609 19 7
730 398 160
324 898 721
6 913 937
798 470 625
53 611 522
354 105 722
702 265 839
835 494 391
323 460 465
265 777 974
714 767 205
363 442 131
527 266 292
292 186 408
62 446 497
505 553 735
660 14 131
943 441 771
432 406 557
929 204 243
48 384 859
87 917 857
565 389 595
310 318 221
241 375 598
284 643 634
270 542 656
254 166 35
61 69 170
278 740 969
661 737 382
290 527 367
104 426 728
158 266 913
568 862 457
488 462 390
437 144 192
682 812 676
601 327 174
244 227 132
683 807 936
612 131 620
471 873 754
680 792 714
551 41 51
353 308 543
62 237 678
439 423 815
829 329 821
775 278 557
825 801 539
760 743 550
584 926 450
849 913 973
633 346 930
671 305 338
938 810 526
17 446 787
143 549 785
169 422 759
605 708 304
572 712 242
500 388 448
40 950 530
630 41 167
612 282 367
207 884 759
123 292 626
514 82 590
696 694 100
130 716 279
525 521 250
687 521 960
211 719 321
715 129 712
392 404 718
761 485 30
639 618 439
531 508 380
373 211 868
543 743 429
153 586 116
64 108 373
90 94 90
566 721 787
168 47 347
832 403 73
801 189 695
425 117 603
550 787 722
481 568 668
197 905 184
323 150 954
827 18 731
872 533 715
195 702 976
560 252 113
187 113 728
930 672 835
425 510 255
899 64 474
119 693 504
856 589 17
42 249 471
579 824 463
571 82 374
40 449 911
138 120 772
935 891 538
459 101 81
219 892 405
771 464 774
209 441 6
759 615 983
245 130 187
757 494 990
268 240 924
814 153 681
54 667 744
872 937 734
109 279 812
540 952 17
791 699 953
476 827 117
507 541 837
224 242 692
779 179 621
570 826 832
861 342 981
702 617 612
252 462 884
176 862 422
236 55 48
726 90 953
777 282 197
392 847 73
729 39 464
155 403 888
915 812 273
188 481 590
569 288 165
278 656 788
840 931 831
248 321 92
525 177 135
936 421 748
878 272 492
730 546 503
890 40 509
893 432 627
675 262 82
170 810 914
215 915 932
719 532 580
506 179 351
412 924 429
940 533 824
840 556 46
895 878 345
416 335 663
122 106 820
231 625 422
928 425 772
796 159 965
241 459 906
53 242 904
313 746 145
636 630 702
66 40 95
189 228 514
905 88 783
679 869 189
761 110 628
745 590 535
857 901 39
259 550 936
442 954 440
852 94 79
410 351 597
467 675 218
843 543 933
317 478 702
783 65 166
106 114 447
499 284 293
500 952 211
884 65 955
180 524 522
923 1722
275 5 643
749 181 9
754 218 577
568 362 439
516 673 545
404 182 562
145 154 634
102 853 863
767 839 270
830 760 978
915 160 425
551 689 11
837 498 345
94 73 942
379 765 664
917 752 117
714 139 9
113 129 5
320 267 200
289 893 638
191 206 687
142 564 750
312 385 585
